1_G137.1;10_G-56.47;100_G36.31;103_G63.29;104_G40.43;105_G-10.61;107_G151.15;110_G-9.47;111_G201.84;112_G-6.27;113_G130.49;116_G228.66;12_G-138.89;15_G-27.88;18_G-13.33;19_G63.6;24_G-28.43;25_G-265.65;26_G-244.05;27_G132.01;31_G-30.66;32_G-178.13;34_G-17.19;36_G121.47;4_G189.52;40_G-43.05;42_G-25.73;46_G-176.32;49_G46.01;54_G-64;55_G45.55;56_G70.48;59_G103.51;6_G-60.89;61_G50.5;62_G-171.7;65_G-78.45;66_G-85.09;69_G-241.42;70_G3.61;72_G20.6;73_G-36.11;74_G75.82;76_G-72.67;77_G-136.83;8_G43.28;80_G-81.14;85_G144.41;87_G-43.14;89_G65.56;90_G32.19;91_G-78.38;92_G157.57;99_G64.29
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;143.89372757950852;-1.0;143.3478025640534;-1.0;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;-1.0;142.278;142.21518804118358;142.0278304979337;144.48600000000002;145.314;144.624;144.072;350.52;146.28;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.44515053183434;359.145;146.28;145.03799999999998;170.177;146.28;143.796;-1.0;144.87428794152518;145.452
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;-1.0;142.692;-1.0;-1.0;142.692;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.91951628900824;-1.0;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;-1.0;-1.0;-1.0;142.278;142.278;142.21249633656535;144.48600000000002;145.314;144.624;144.072;350.52;146.28;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;-1.0;146.28;-1.0;144.348;144.92809849466482;145.452
142.554;363.28499999999997;146.00400000000002;-1.0;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;-1.0;-1.0;142.69812522854644;144.348;146.28;-1.0;-1.0;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;142.278;142.21765369184135;144.48600000000002;145.314;144.624;144.072;350.52;146.32144101236108;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;-1.0;145.452
142.4658631029788;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;141.14878850728937;-1.0;140.32749058063442;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;-1.0;142.72533917979763;146.28;143.796;143.658;-1.0;144.9;142.278;141.1357988134701;141.30413169423906;-1.0;145.314;144.624;144.072;350.52;146.60365931892636;146.28;143.38200000000003;143.52;143.244;140.45685761746512;138.92941673407077;143.23338841277203;359.145;146.28;142.90085225862185;170.177;146.28;143.796;144.348;-1.0;145.452
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.49579649255685;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;-1.0;141.90982177863168;144.48600000000002;145.314;144.624;-1.0;350.52;146.34353279804262;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.37011012597384;359.145;146.28;142.67003908723592;170.177;-1.0;143.796;144.348;143.05064513936793;145.452
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;-1.0;142.278;142.278;142.16754830708592;144.48600000000002;145.314;144.624;144.072;350.52;146.28;146.28;143.38200000000003;-1.0;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.9;145.452
-1.0;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.55811302193962;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;-1.0;141.9570538474837;144.48600000000002;145.314;144.624;144.072;350.52;146.37438660112;-1.0;143.38200000000003;143.52;143.244;141.036;139.656;144.22836964319046;359.145;146.28;144.7094172331815;170.177;146.28;143.796;144.348;-1.0;145.452
142.554;363.28499999999997;-1.0;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;143.92046756268834;-1.0;143.31996954894362;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;142.278;142.23452099939183;144.48600000000002;145.314;144.624;144.072;350.52;146.34073879520912;146.28;143.38200000000003;143.52;143.244;-1.0;139.35933064244034;144.3580259860505;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.2585320043609;145.452
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;142.278;142.27565792099034;144.48600000000002;-1.0;144.624;-1.0;350.52;146.2821745651281;146.28;-1.0;143.52;143.244;140.83926042779316;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;-1.0;145.452
142.554;363.28499999999997;146.00400000000002;145.03799999999998;-1.0;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.79921838470202;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;142.278;142.278;144.48600000000002;145.314;144.624;144.072;350.52;146.28;146.28;143.38200000000003;143.52;-1.0;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;-1.0;144.348;144.91186725582833;145.452
141.53422462595506;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;-1.0;144.5868888057011;144.9;144.624;144.348;146.28;354.31500000000005;143.658;-1.0;-1.0;145.77351659421893;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;142.278;142.278;144.48600000000002;144.9171931029945;144.624;144.072;350.52;146.28;-1.0;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.87720516062365;145.452
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;142.278;142.21141070367682;144.48600000000002;145.314;144.624;144.072;350.52;146.31665583805358;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.47490929615623;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.9;145.452
142.554;-1.0;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.8974612373529;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;142.278;142.278;144.48600000000002;-1.0;144.624;144.072;-1.0;146.32407470543473;146.28;143.38200000000003;143.52;143.244;141.036;139.656;-1.0;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.9;145.452
140.9079167927792;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;142.88617723144952;144.76200000000003;-1.0;145.59;140.07000000000002;-1.0;144.304355243159;144.9;144.5256566348368;144.348;146.28;354.31500000000005;-1.0;143.38200000000003;143.658;145.728;145.452;146.28;-1.0;143.658;-1.0;144.9;142.278;142.278;142.27026474947297;144.48600000000002;144.7232830296421;144.624;144.072;350.52;-1.0;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.9;145.452
141.95881492035784;363.28499999999997;-1.0;145.03799999999998;143.934;143.52;-1.0;143.658;144.76200000000003;142.692;145.59;140.07000000000002;-1.0;144.51404714746624;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;-1.0;143.658;143.244;-1.0;142.278;142.278;142.2131374936231;144.48600000000002;145.314;144.624;144.072;350.52;-1.0;146.28;-1.0;143.52;143.244;141.036;139.656;144.48600000000002;-1.0;146.28;145.03799999999998;170.177;146.28;-1.0;144.348;144.2111545955668;-1.0
142.554;363.28499999999997;-1.0;-1.0;-1.0;138.83713587035598;142.692;140.21395324226086;144.76200000000003;-1.0;145.59;140.07000000000002;144.9;144.7345124108199;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;-1.0;142.01089144393697;144.48600000000002;145.314;144.624;144.072;350.52;146.28;146.28;143.38200000000003;143.52;143.244;140.96310395029624;139.36724257520208;143.3188722028667;359.145;146.28;139.62135934560158;170.177;-1.0;143.796;144.348;139.6421425846959;-1.0
-1.0;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;142.9543770403033;144.76200000000003;-1.0;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;-1.0;142.01987791317347;144.48600000000002;145.314;-1.0;-1.0;350.52;146.28;146.28;143.38200000000003;143.52;143.244;141.036;139.656;-1.0;359.145;146.28;-1.0;-1.0;146.28;-1.0;-1.0;144.81781206095172;-1.0
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.60566976035003;-1.0;144.1158294745175;144.348;-1.0;354.31500000000005;143.658;143.38200000000003;143.658;145.83081567728888;145.452;146.28;143.796;143.658;143.244;144.9;142.278;-1.0;142.04519862553926;144.48600000000002;145.314;144.624;144.072;350.52;146.28;146.28;143.38200000000003;143.52;143.244;141.036;139.656;-1.0;359.145;146.28;145.03799999999998;170.177;146.28;143.796;-1.0;144.9;-1.0
141.6465521724598;-1.0;146.00400000000002;145.03799999999998;143.934;143.52;142.692;-1.0;144.76200000000003;142.692;145.59;140.07000000000002;-1.0;144.60051203671154;144.9;144.624;144.348;-1.0;354.31500000000005;143.658;143.38200000000003;143.658;145.82549587121224;145.452;146.28;143.796;143.658;-1.0;144.9;142.278;142.25760818303172;-1.0;144.48600000000002;144.9856412414028;144.624;144.072;-1.0;146.3638458172185;146.28;143.38200000000003;143.52;143.244;-1.0;139.656;144.48600000000002;359.145;146.28;-1.0;170.177;146.28;143.796;-1.0;144.9;-1.0
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.7889986439669;-1.0;143.658;143.38200000000003;143.658;145.97729390703907;145.452;146.28;143.796;-1.0;143.244;144.9;142.278;142.278;-1.0;144.48600000000002;145.314;144.624;144.072;-1.0;146.322514369464;146.28;143.38200000000003;143.52;-1.0;141.1453654291781;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;-1.0;-1.0
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;143.43618750586558;-1.0;142.9523192138508;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;142.07954317273195;-1.0;144.48600000000002;145.314;144.624;144.072;350.52;146.42479073917647;146.28;143.38200000000003;143.52;143.244;141.036;139.60593052384064;144.33252137674154;359.145;146.28;144.82238580177003;170.177;146.28;143.796;144.348;144.81648734481502;-1.0
142.46571814733275;363.28499999999997;146.00400000000002;-1.0;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;-1.0;144.9;144.45155550539917;144.9;144.56591219862975;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;142.21584697397734;142.13387965458114;144.48600000000002;145.314;144.624;144.072;350.52;146.37101118269783;146.28;143.38200000000003;-1.0;143.244;140.85009303465011;139.4017069016738;144.1054349893766;359.145;146.28;144.94468703310602;170.177;146.28;143.796;144.348;144.6485310799565;-1.0
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.76200000000003;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;-1.0;145.80389862983586;145.452;146.28;143.796;143.658;143.244;144.9;142.278;142.278;142.24325787373215;144.48600000000002;145.314;-1.0;143.95147315962032;350.52;146.28;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.9;-1.0
142.50999623649764;363.28499999999997;146.00400000000002;-1.0;143.934;143.52;142.692;143.658;144.76200000000003;142.692;-1.0;140.07000000000002;144.9;144.07434980957964;-1.0;143.4543267040875;144.348;146.28;354.31500000000005;143.658;143.38200000000003;-1.0;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;142.278;142.206796242195;144.48600000000002;145.314;144.624;144.072;350.52;146.31268855772942;146.28;143.38200000000003;143.52;143.244;140.3273797000793;-1.0;143.865413448001;359.145;146.28;144.79595736143966;-1.0;146.28;143.796;144.348;144.86051526573868;-1.0
142.554;363.28499999999997;146.00400000000002;-1.0;143.934;143.52;142.692;-1.0;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.19282313758967;-1.0;143.63645017913993;-1.0;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;-1.0;143.658;143.244;144.9;142.278;142.278;142.25923725057532;144.48600000000002;145.314;144.624;144.072;350.5560305030146;146.32773991990848;-1.0;143.38200000000003;143.52;143.244;141.036;139.656;144.3585234757004;-1.0;146.28;144.65187931470814;170.177;146.28;143.796;144.348;144.49298073546078;-1.0
142.554;363.28499999999997;146.00400000000002;-1.0;143.934;143.52;142.692;142.3393797032549;144.76200000000003;-1.0;-1.0;140.07000000000002;144.9;144.5425359238403;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;-1.0;142.278;141.31307220384016;141.42401985283428;-1.0;145.314;-1.0;139.73970106762204;350.52;146.28;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;-1.0;144.348;144.9;-1.0
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.59121862164824;144.9;144.624;144.348;146.28;354.31500000000005;143.658;-1.0;143.658;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;142.278;142.2034784328841;144.48600000000002;145.314;144.624;144.072;350.52;-1.0;146.28;143.38200000000003;143.52;143.244;-1.0;139.30782688225685;144.32897475142707;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.89926784628142;-1.0
141.72546780454007;363.28499999999997;-1.0;145.03799999999998;143.84711981323346;143.52;142.692;143.658;144.76200000000003;142.692;-1.0;140.07000000000002;-1.0;144.76200000000003;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;-1.0;143.658;143.244;144.9;142.278;142.278;142.278;144.48600000000002;145.1765576615588;144.624;144.072;350.52;146.28;146.28;143.38200000000003;-1.0;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.38418547815388;-1.0
142.51302451100167;363.28499999999997;146.00400000000002;-1.0;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;143.6727405550944;144.86379547421447;143.7831336712239;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;-1.0;143.74419927425012;146.28;143.796;143.658;143.244;144.9;142.278;142.18582075928066;142.03659407021246;144.48600000000002;145.314;144.624;144.072;350.52;146.55148761663423;146.28;143.2715482793011;143.52;143.244;139.86141230317338;137.67928651112518;143.32981195585697;359.145;146.28;143.96325330557698;170.177;146.28;143.796;144.348;144.17903606220065;-1.0
142.20667065418198;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;141.48422828153807;144.76200000000003;-1.0;145.59;140.07000000000002;144.9;144.14627304362926;144.9;144.38465017826184;-1.0;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;-1.0;142.278;142.1904535881044;142.0031994348651;144.48600000000002;145.314;144.624;144.072;350.52;146.28;146.28;143.38200000000003;143.52;143.244;140.71488652034822;139.1250670302825;143.85546152243265;359.145;146.28;144.33333991117055;170.177;146.28;143.796;144.348;144.54973272193732;-1.0
142.554;363.28499999999997;-1.0;144.55912552198623;142.94649496874024;-1.0;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;-1.0;144.9;144.05766552081073;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;142.278;142.24017455388733;144.48600000000002;145.314;144.624;144.072;350.52;146.28;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.02368065662273;-1.0
142.554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;-1.0;142.692;145.59;140.07000000000002;144.9;144.4920061496224;144.9;144.58473618284086;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;-1.0;144.9;-1.0;139.5217362433075;139.30603745581632;144.48600000000002;145.314;144.624;144.072;350.52;146.34026072705646;146.28;143.38200000000003;143.52;143.244;140.06567587572135;-1.0;143.7466711592658;359.145;146.28;144.87534975467992;-1.0;146.28;143.796;144.348;144.78844343017505;-1.0
141.45824498558787;-1.0;146.00400000000002;145.03799999999998;-1.0;143.52;142.692;143.658;144.76200000000003;142.692;-1.0;140.07000000000002;-1.0;144.25989160999194;144.9;144.47109112577846;144.348;146.28;354.31500000000005;143.658;-1.0;-1.0;145.728;145.452;146.28;143.796;-1.0;143.244;144.9;142.278;142.27523667208382;-1.0;144.48600000000002;144.88862371486834;144.624;144.072;350.52;146.29870792211813;146.28;-1.0;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;-1.0;144.348;144.9;-1.0
-1.0;363.28499999999997;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.7726538635208;143.8506699090034;-1.0;143.256975322384;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;142.278;142.16212540061585;144.48600000000002;-1.0;144.624;144.072;350.52;146.36504710114812;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.450414211178;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.75436108969987;-1.0
142.47363749994554;363.28499999999997;146.00400000000002;145.03799999999998;143.934;-1.0;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.76143668457908;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.7308435401006;145.452;-1.0;143.796;143.658;143.244;144.9;142.278;142.09342463743647;-1.0;144.48600000000002;145.314;144.624;144.072;350.52;146.30179707106151;146.28;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;145.03799999999998;170.177;146.28;143.796;144.348;144.9;-1.0
142.554;-1.0;146.00400000000002;145.03799999999998;143.934;143.52;142.692;143.658;144.76200000000003;142.692;145.59;140.07000000000002;144.9;144.6421063075485;144.9;144.624;144.348;146.28;354.31500000000005;143.658;143.38200000000003;143.658;145.728;145.452;146.28;143.796;143.658;143.244;144.9;142.278;142.278;142.26797350381258;144.48600000000002;145.314;144.624;144.072;-1.0;146.41939131204262;-1.0;143.38200000000003;143.52;143.244;141.036;139.656;144.48600000000002;359.145;146.28;143.49196927925854;170.177;-1.0;143.796;144.348;143.4164530013625;-1.0
