1_G137.1;13_G-56.47;2_G36.31;22_G63.29;23_G40.43;27_G-10.61
132.57000000000002;144.31500000000003;132.16500000000002;140.93481329214106;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.52266016468798;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.50488963007822;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.5474776295481;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.59362766288683;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;139.9794963822008;-1.0;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.84716221140624;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.86620356451112;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.8874203070546;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.71385108227327;138.51;137.16
132.57000000000002;143.32564460493904;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.6535606681215;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.51821322880852;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.97098355581343;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.88614747319528;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.67076328121257;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.37438330370827;-1.0;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.20576643434993;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.33957649594242;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.5640300377914;138.51;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;141.415191233828;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.16902207934797;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.0439246106482;138.51;137.16
-1.0;144.31500000000003;132.16500000000002;141.29151126835717;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.61521803846404;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.59451437162642;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.52326408097585;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.7514104647357;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.82318859542502;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.50083029879713;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;138.73267498511717;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.6517859530019;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.19154527673737;138.51;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;140.66877015057761;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.6192987165414;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.52138528169658;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.61083748257013;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.80538518735074;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;139.12105045926165;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.84810845495966;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9292708543197;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.39618669609203;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.2462442181165;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.39133415451815;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;139.68903173419747;-1.0;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;141.12874893779758;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.98094948435119;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.88781107833339;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.93988743106294;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.73545080367617;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.20832707665284;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.31594141231525;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.34345109101415;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.6213379414964;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.08422338018312;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.648179014592;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.612487440036;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.96708646128465;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.42156090607145;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.77779256398142;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.27344314279333;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.98528283520176;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.30880807315367;138.51;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;140.0312445336733;-1.0;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.2085439724796;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.1730859035301;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.3993166737811;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.31193822038298;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.42812959573124;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.2818352069565;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.00004782296682;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.88252716727607;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.76151649832212;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.7486596691875;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.79427927525347;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.504401758596;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.50344279976835;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.51435793171942;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9589205805366;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.02562232913263;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.95663325739565;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.7976497293941;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.0677242524616;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.50767594249638;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.8870669372577;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.85010241419147;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;139.0786780497839;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9682826978732;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.49760685434492;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.26886707318127;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.49233865519665;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.66253712205315;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.34106381515596;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.29189327566385;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.14007571570318;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.1387720250319;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.03356976665452;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;139.15358559059143;138.51;137.16
132.57000000000002;143.6654606086656;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9700234985197;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.12145938363938;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.52100898467395;138.51;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;141.39081073214282;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9829402818247;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.08423619355779;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.0069593231865;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.2441904959472;138.51;137.16
132.57000000000002;144.10292666342608;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.31144372073643;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.16153546622513;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.64351784793848;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.72961165281788;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.65062704834344;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.73463696526025;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.7112938252617;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.64020209241448;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.6143592665731;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.40848344748412;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;139.69346679426422;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.86807144772294;-1.0;137.16
132.57000000000002;144.31500000000003;-1.0;141.22872881904425;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.2724147308936;138.51;137.16
-1.0;144.31500000000003;132.16500000000002;141.49883104903859;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.29682020061307;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.18591121636368;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.49138383813036;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.2446533521136;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.42045381674106;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.4417590337869;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.22156689450617;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.38950907212177;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.27726910671362;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.42530617957246;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.3102379383701;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.27792434543534;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.01927899289635;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.36536442718494;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.44642480727597;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.37167670196516;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.42664975188396;138.51;137.16
132.57000000000002;144.30833677933538;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.96264663787252;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9139554012463;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.67177017218523;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.6291190304326;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.7331907284339;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.4598332690594;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.82957389800166;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.63433451071595;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.0609638978023;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.83460861292343;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.90147433316176;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.95451797936337;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.6329208177164;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.45996639490002;-1.0;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.0299889444258;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.06628938406746;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.8401222710334;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.04159611501422;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;140.98340014671254;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.26009441542905;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.53915722853097;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.5060044828642;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.26496889958776;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.04712610825726;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.7560766430735;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.8060873663405;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.72335862038227;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.68802385000728;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.36076901972706;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.74437653700343;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.626195688295;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.62998707666148;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.83092788677382;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.8769033467071;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.8529921603792;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.73257049474947;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.50100035259092;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.78377660770374;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.98943449098942;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.06580643338333;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.6637728399991;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.11788029038829;138.51;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;141.0603912578844;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.22956147098483;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.42908551717827;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.40216929774797;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.37085913298196;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.14452804002684;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.84858419141818;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.8771377774755;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.75132516250304;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.45672857095934;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.50697592104044;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.68520535851633;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.2947045210129;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.77383143973265;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.97814356493151;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.7821452799583;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.5759020879795;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.63813067998126;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9094914320738;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;139.93872674408743;138.51;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;140.73709040065756;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.02882218930569;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.83302314872893;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.29463320056735;-1.0;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.09093827189338;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.5681953849543;138.51;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;141.253866866308;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.44921572162048;138.51;137.16
-1.0;144.31500000000003;132.16500000000002;141.65026540495037;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;140.42621183063656;-1.0;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.85300601838455;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9453561144186;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.8404267439626;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.4965812822768;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.5145674255989;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.31325431393378;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.83050893035517;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;139.04646539326583;138.51;137.16
-1.0;144.31500000000003;132.16500000000002;141.27700461626836;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.16732538359017;-1.0;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.72506598805248;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.56222674457527;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.87603903496657;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.81995368131334;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9009796150715;138.51;137.16
132.57000000000002;143.5256108433028;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.80543238705405;138.51;137.16
-1.0;144.31500000000003;132.16500000000002;141.2422345208222;-1.0;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.37550834078732;138.51;137.16
-1.0;144.31500000000003;132.16500000000002;141.59613571495075;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.26265937229485;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.42261474293105;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.0995751681802;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.89124489429705;138.51;137.16
132.57000000000002;143.4461854189123;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.72559447843898;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.83122117881007;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.64228710333452;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.5870746281004;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.89675898963355;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.88305545935188;138.51;137.16
-1.0;144.31500000000003;132.16500000000002;141.22930141535946;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.93787094543848;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.08776012106873;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.76800436604722;138.51;137.16
132.57000000000002;143.21342582466596;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;140.56115305776498;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;139.2393369249176;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.90775845599057;138.51;137.16
132.57000000000002;143.75997325816365;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.43186468291373;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.6281577008524;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.51946072298279;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.51283766515968;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.6765587155655;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.40894796509681;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.31482384929873;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.29319274996345;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.24810951945386;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;139.51858556325976;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.14015461129532;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.16195614269395;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.0765581188743;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.9571324135918;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.28231742876406;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.35264564582238;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.26569390675965;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.31612393631963;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.02706114547678;138.51;137.16
132.57000000000002;143.97594044921493;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.39672381783808;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.2362153312548;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.17772566550332;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.37038227806383;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.3903809698377;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.46076024128436;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;-1.0;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.67430118415805;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.73553016466786;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;140.10198769538368;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.64823817479453;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.57890627875057;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.24206452802338;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.36535414269756;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.16324835450072;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.07693156620292;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.96122407139632;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.37283341918896;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.28447749372316;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.4267709257092;138.51;137.16
132.57000000000002;-1.0;132.16500000000002;139.73597929178453;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.51098179680676;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.04389354810866;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.12097389107961;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.51359581157678;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.43809589658338;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.23358653463086;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.3398573295413;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.98471103702454;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.32591469414305;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.3594086677419;138.51;137.16
132.57000000000002;144.31500000000003;-1.0;141.68094765601109;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.56052466424848;138.51;137.16
-1.0;-1.0;132.16500000000002;140.30967366518954;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.05743729355981;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.07260843644187;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.05028684860983;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.08339527826826;138.51;-1.0
132.57000000000002;144.31500000000003;132.16500000000002;140.7735709110549;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.80090492400214;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.4058852599309;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;140.767569056377;138.51;137.16
132.57000000000002;144.31500000000003;132.16500000000002;141.03058090476688;138.51;137.16
